# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 21 22:34:22 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper < 10
# CONSTRAINT:  and pl_radj > .7)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KELT-4 A b,KELT-4 A,1,3,1,Transit,2016,KELT,Published Confirmed,0,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,2.98959320,0.00000490,-0.00000490,0,0.043170,0.000790,-0.000740,0,19.044,0.516,-0.504,0,1.699,0.046,-0.045,0,286.68266,19.06980,-18.75197,0,0.90200,0.06000,-0.05900,0,Mass,0.000000,,,0,,,,,1823,27,-27,0,0,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,6206.00,75.00,-75.00,0,1.60,0.04,-0.04,0,1.20,0.07,-0.06,0,-0.116,0.065,-0.069,0,[Fe/H],4.11,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m15.03s,157.0626200,+25d34m23.29s,25.5731366,218.0500000,2.0865000,-2.0865000,10.4990000,0.0710000,-0.0710000,9.9800000,0.0300000,-0.0300000,9.0170000,0.0210000,-0.0210000,8.7900000,0.0230000,-0.0230000,8.6890000,0.0200000,-0.0200000,9.9570200,0.0008120,-0.0008120,2016-02-24 09:32:13,2016-02,2016-02-25
Qatar-7 b,Qatar-7,1,1,1,Transit,2019,Qatar,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,2.03204600,0.00000970,-0.00001400,0,0.035200,0.000200,-0.000200,0,19.055,0.336,-0.336,0,1.700,0.030,-0.030,0,597.52040,79.45750,-79.45750,0,1.88000,0.25000,-0.25000,0,Mass,0.000000,,,0,,,,,2053,15,-15,0,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,6387.00,38.00,-38.00,0,1.56,0.02,-0.02,0,1.41,0.03,-0.03,0,0.276,0.071,-0.071,0,[Fe/H],4.20,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m03.63s,358.5151344,+37d01m18.57s,37.0218242,705.9810000,25.1855000,-25.1855000,13.6950000,0.0400000,-0.0400000,13.1340000,0.0690000,-0.0690000,11.8590000,0.0230000,-0.0230000,11.5990000,0.0210000,-0.0210000,11.5610000,0.0200000,-0.0200000,12.9275000,0.0004230,-0.0004230,2020-05-01 13:01:42,2019-02,2020-05-07
WASP-78 b,WASP-78,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,2.17517632,0.00000470,-0.00000470,0,0.036200,0.000800,-0.000800,0,19.055,1.233,-1.233,0,1.700,0.110,-0.110,0,282.85700,25.42500,-25.42500,0,0.89000,0.08000,-0.08000,0,Mass,0.000000,,,0,,,,,2350,80,-80,0,0,<a refstr=SMALLEY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..61S/abstract target=ref> Smalley et al. 2012 </a>,6100.00,150.00,,0,2.20,0.12,-0.12,0,1.33,0.09,-0.09,0,,,,,,3.88,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901,754.2580000,16.7375000,-16.7375000,12.6560000,0.3130000,-0.3130000,11.9650000,0.0220000,-0.0220000,11.2860000,0.0270000,-0.0270000,11.0840000,0.0270000,-0.0270000,11.0080000,0.0230000,-0.0230000,12.1879000,0.0002450,-0.0002450,2018-05-14 11:34:38,2012-11,2018-05-10
WASP-88 b,WASP-88,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,4.95400000,0.00001900,-0.00001900,0,0.064310,0.000650,-0.000620,0,19.055,1.457,-0.785,0,1.700,0.130,-0.070,0,177.98000,25.43000,-25.43000,0,0.56000,0.08000,-0.08000,0,Mass,0.000000,,,0,,,,,1772,54,-45,0,0,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,6431.00,130.00,-130.00,0,2.08,0.12,-0.06,0,1.45,0.05,-0.05,0,-0.080,0.120,-0.120,0,[Fe/H],3.96,0.02,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h38m02.70s,309.5112337,-48d27m43.50s,-48.4620833,523.7560000,8.6515000,-8.6515000,12.0210000,0.2630000,-0.2630000,11.3880000,0.0180000,-0.0180000,10.5680000,0.0220000,-0.0220000,10.3860000,0.0240000,-0.0240000,10.3220000,0.0190000,-0.0190000,11.4780000,0.0004030,-0.0004030,2018-04-25 14:06:22,2014-03,2014-05-14
WASP-88 b,WASP-88,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.95400000,0.00001900,-0.00001900,0,0.064380,0.000730,-0.000740,0,19.055,1.457,-0.785,0,1.700,0.130,-0.070,0,181.16310,24.47291,-24.79074,0,0.57000,0.07700,-0.07800,0,Mass,0.130000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6430.00,130.00,-130.00,0,2.08,0.12,-0.06,0,1.45,0.05,-0.05,0,0.080,0.120,-0.120,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h38m02.70s,309.5112337,-48d27m43.50s,-48.4620833,523.7560000,8.6515000,-8.6515000,12.0210000,0.2630000,-0.2630000,11.3880000,0.0180000,-0.0180000,10.5680000,0.0220000,-0.0220000,10.3860000,0.0240000,-0.0240000,10.3220000,0.0190000,-0.0190000,11.4780000,0.0004030,-0.0004030,2019-03-18 15:05:55,2017-06,2019-03-21
HAT-P-56 b,HAT-P-56,0,1,1,Transit,2015,HATNet,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.79088210,,,0,,,,,19.100,,,0,1.704,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,6659.00,,,0,1.80,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m23.52s,100.8480137,+27d15m07.86s,27.2521823,320.6390000,5.5575000,-5.5575000,11.2910000,0.0580000,-0.0580000,10.9200000,0.0300000,-0.0300000,10.0680000,0.0210000,-0.0210000,9.8810000,0.0170000,-0.0170000,9.8300000,0.0160000,-0.0160000,10.8245000,0.0004200,-0.0004200,2015-12-05,2016-01,2015-12-05
Kepler-12 b,Kepler-12,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.43796370,0.00000020,-0.00000020,0,0.055500,0.002200,-0.001300,0,19.123,0.785,-0.437,0,1.706,0.070,-0.039,0,136.66690,16.84499,-13.98452,0,0.43000,0.05300,-0.04400,0,Mass,,,,,,,,,1485,25,-25,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,5947.00,100.00,-100.00,0,1.49,0.06,-0.04,0,1.16,0.15,-0.08,0,0.070,0.040,-0.040,0,[Fe/H],4.16,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.3860000,9.7485000,-9.7485000,14.2710000,0.0670000,-0.0670000,13.4680000,0.2170000,-0.2170000,12.4060000,0.0260000,-0.0260000,12.1070000,0.0310000,-0.0310000,12.0660000,0.0230000,-0.0230000,13.3596000,0.0002130,-0.0002130,2016-01-12 18:06:15,2012-10,2016-01-14
TrES-4 b,TrES-4,0,2,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,3.55392460,0.00000140,-0.00000140,0,0.050840,0.000500,-0.000500,0,19.123,0.628,-0.628,0,1.706,0.056,-0.056,0,291.45011,22.24810,-22.24810,0,0.91700,0.07000,-0.07000,0,Mass,0.000000,,,0,,,,,1778,22,-22,0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,6200.00,,,0,,,,,,,,,0.140,,,0,[Fe/H],4.06,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,6.9350000,-6.9350000,12.3480000,0.3230000,-0.3230000,11.9320000,0.0230000,-0.0230000,10.5830000,0.0180000,-0.0180000,10.3500000,0.0150000,-0.0150000,10.3300000,0.0190000,-0.0190000,11.4731000,0.0003010,-0.0003010,2018-04-25 14:05:04,2016-06,2016-03-31
WASP-82 b,WASP-82,0,1,1,Transit,2015,SuperWASP,Published Confirmed,0,<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>,2.70578500,0.00000200,-0.00000200,0,0.044800,0.000700,-0.000700,0,19.170,1.010,-0.780,0,1.710,0.090,-0.070,0,397.27000,15.89000,-15.89000,0,1.25000,0.05000,-0.05000,0,Mass,0.000000,,,0,,,,,2200,50,-50,0,0,<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>,6480.00,90.00,-90.00,0,2.22,0.10,-0.08,0,1.64,0.08,-0.08,0,0.100,0.100,-0.100,0,[Fe/H],3.96,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h50m38.54s,72.6605916,+01d53m37.81s,1.8938365,275.6640000,3.0885000,-3.0885000,10.4870000,0.0710000,-0.0710000,10.0730000,0.0050000,-0.0050000,9.0460000,0.0240000,-0.0240000,8.8680000,0.0250000,-0.0250000,8.7590000,0.0230000,-0.0230000,9.8979600,0.0003120,-0.0003120,2018-04-25 14:04:27,2015-03,2015-02-19
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.50896820,0.00000050,-0.00000050,0,0.027520,0.000220,-0.000230,0,19.223,0.336,-0.336,0,1.715,0.030,-0.030,0,390.93090,31.78300,-31.78300,0,1.23000,0.10000,-0.10000,0,Mass,0.036000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6298.00,66.00,-66.00,0,1.23,0.02,-0.02,0,1.22,0.03,-0.03,0,0.060,0.070,-0.070,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000,23.4910000,-23.4910000,14.1580000,0.0530000,-0.0530000,13.6230000,0.1140000,-0.1140000,12.4620000,0.0290000,-0.0290000,12.2180000,0.0260000,-0.0260000,12.1490000,0.0270000,-0.0270000,13.4570000,0.0004770,-0.0004770,2019-03-18 15:03:21,2017-06,2019-03-21
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,3.10127800,0.00000400,-0.00000400,0,0.045160,0.001000,-0.001000,0,19.279,1.233,-1.233,0,1.720,0.110,-0.110,0,216.12440,47.67450,-47.67450,0,0.68000,0.15000,-0.15000,0,Mass,,,,,,,,,1702,54,-54,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,6075.00,86.00,-86.00,0,1.52,0.10,-0.10,0,1.28,0.08,-0.08,0,0.280,0.100,-0.100,0,[Fe/H],4.18,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.9700000,111.6650000,-111.6650000,19.3310000,0.1660000,-0.1660000,16.0060000,0.1500000,-0.1500000,13.6920000,,,13.3140000,0.1210000,-0.1210000,12.8560000,,,15.6845000,0.0008700,-0.0008700,2016-01-12 18:05:19,2010-11,2016-01-14
WASP-94 A b,WASP-94 A,0,2,2,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=NEVEU_VANMALLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..49N/abstract target=ref>Neveu-VanMalle et al. 2014</a>,3.95019070,0.00000440,-0.00000300,0,0.055000,0.001000,-0.001000,0,19.280,0.670,-0.560,0,1.720,0.060,-0.050,0,143.65300,11.12400,-10.17000,0,0.45200,0.03500,-0.03200,0,Mass,0.130000,,,1,,,,,1604,25,-22,0,0,<a refstr=NEVEU_VANMALLE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..49N/abstract target=ref>Neveu-VanMalle et al. 2014</a>,6153.00,75.00,-76.00,0,1.62,0.05,-0.04,0,1.45,0.09,-0.09,0,0.260,0.150,-0.150,0,[Fe/H],4.18,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m07.98s,313.7832393,-34d08m08.70s,-34.1357512,211.2110000,2.4835000,-2.4835000,10.7420000,0.0880000,-0.0880000,10.0510000,0.0060000,-0.0060000,9.1590000,0.0270000,-0.0270000,8.9160000,0.0220000,-0.0220000,8.8740000,0.0240000,-0.0240000,10.0285000,0.0003650,-0.0003650,2018-04-25 14:06:14,2014-12,2014-10-03
WASP-94 A b,WASP-94 A,0,2,2,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.95019070,0.00000370,-0.00000370,0,0.055400,0.001100,-0.001200,0,19.279,0.673,-0.560,0,1.720,0.060,-0.050,0,144.93048,11.44188,-10.80622,0,0.45600,0.03600,-0.03400,0,Mass,0.064000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6153.00,75.00,-75.00,0,1.62,0.05,-0.05,0,1.45,0.09,-0.09,0,0.260,0.150,-0.150,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m07.98s,313.7832393,-34d08m08.70s,-34.1357512,211.2110000,2.4835000,-2.4835000,10.7420000,0.0880000,-0.0880000,10.0510000,0.0060000,-0.0060000,9.1590000,0.0270000,-0.0270000,8.9160000,0.0220000,-0.0220000,8.8740000,0.0240000,-0.0240000,10.0285000,0.0003650,-0.0003650,2019-03-18 15:05:56,2017-06,2019-03-21
HAT-P-40 b,HAT-P-40,0,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,4.45724300,0.00001000,-0.00001000,0,0.060800,0.000600,-0.001500,0,19.392,0.695,-0.695,0,1.730,0.062,-0.062,0,195.45700,12.07700,-12.07700,0,0.61500,0.03800,-0.03800,0,Mass,0.000000,,,0,,,,,1770,33,-33,0,0,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,6080.00,100.00,,0,2.21,0.06,,0,1.51,0.11,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h22m03.10s,335.5129199,+45d27m26.43s,45.4573423,464.4690000,6.4490000,-6.4490000,12.1920000,0.1890000,-0.1890000,11.3400000,0.0140000,-0.0140000,10.3670000,0.0230000,-0.0230000,10.0850000,0.0200000,-0.0200000,10.0090000,0.0180000,-0.0180000,11.4162000,0.0007460,-0.0007460,2018-04-25 14:05:38,2012-11,2014-05-14
HAT-P-40 b,HAT-P-40,0,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.45724300,0.00001000,-0.00001000,0,0.060760,0.000620,-0.001500,0,19.392,0.695,-0.695,0,1.730,0.062,-0.062,0,184.65923,10.48839,-10.80622,0,0.58100,0.03300,-0.03400,0,Mass,0.120000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6080.00,100.00,-100.00,0,2.21,0.06,-0.06,0,1.51,0.04,-0.11,0,0.220,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h22m03.10s,335.5129199,+45d27m26.43s,45.4573423,464.4690000,6.4490000,-6.4490000,12.1920000,0.1890000,-0.1890000,11.3400000,0.0140000,-0.0140000,10.3670000,0.0230000,-0.0230000,10.0850000,0.0200000,-0.0200000,10.0090000,0.0180000,-0.0180000,11.4162000,0.0007460,-0.0007460,2019-03-18 15:04:04,2017-06,2019-03-21
